id,uniqueId,nome,nacionalidade,clube,posicao,idade,ca,pa,aDiff,valor,valorVenda,peEsquerdo,peDireito,melhorRating,melhorPotRating,fitness,Mtc Exc,Jdns,Con,Aerial Ability,Aggression,Agility,Ambition,Anticipation,Balance,Bravery,Command Of Area,Communication,Consistency,Controversy,Corners,Creativity,Crossing,Decisions,Determination,Dirtiness,Dribbling,Eccentricity,Finishing,First Touch,Flair,Handling,Heading,Important Matches,Influence,Injury Proneness,Jumping,Kicking,Long Shots,Long Throws,Loyalty,Marking,Natural Fitness,Off The Ball,One On Ones,Pace,Passing,Penalties,Positioning,Pressure,Professionalism,Reflexes,Rushing Out,Free Kicks,Stamina,Strength,Technique,Temperament,Tendency To Punch,Composure,Throwing,Versatility,Work Rate,fm2008_clube_origem,clubId,clubName,status,id_importacao,salario,salario_origem,lista_definitiva
6900064,6900064,Geovanni,Brasil / Espanha,Sem Clube,AM RC,27,137,152,15,3.265.290,7.335.150,9,20,"70,20% (W)","74,96% (W)","100,00%","100,00%",0,100%,5,9,13,16,13,13,11,3,2,9,5,7,15,14,13,16,8,15,5,14,15,16,2,9,12,9,6,6,5,15,13,13,4,12,15,16,14,13,9,6,11,14,5,3,14,17,13,15,8,3,13,4,9,10,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,6900064,444000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5127708,5127708,"Grimes, Ashley",Inglaterra,Sem Clube,AM/F C,20,77,139,62,356.230,250.390,4,20,"51,89% (FS)","67,18% (FS)","100,00%","100,00%",0,100%,2,10,10,4,7,11,9,5,5,14,10,6,8,7,7,13,8,9,2,10,8,11,1,7,14,8,4,13,3,7,4,13,3,13,9,4,14,7,9,6,13,15,9,4,5,9,11,8,11,5,8,4,12,12,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5127708,235000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
1283,1283,"Hamann, Dietmar",Alemanha,Sem Clube,DM,33,144,173,29,1.084.100,1.983.100,9,20,"69,87% (DM)","74,76% (DM)","100,00%","100,00%",0,100%,4,9,13,14,19,15,12,3,3,16,8,8,13,8,17,13,14,6,2,11,16,3,1,9,19,15,8,9,4,13,5,14,15,15,6,2,7,15,12,17,10,15,13,1,11,15,16,16,10,1,20,1,7,16,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,1283,443000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5119142,5119142,"Hart, Joe",Inglaterra,Sem Clube,GK,20,136,165,29,2.535.830,9.001.970,2,20,"70,06% (GK)","77,41% (GK)","100,00%","100,00%",0,100%,15,10,16,12,10,13,15,13,14,14,18,4,3,5,14,12,4,1,9,3,10,4,16,3,13,9,7,16,11,3,5,12,4,13,2,15,8,4,3,13,10,10,17,12,17,15,13,6,8,14,10,13,9,11,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5119142,433000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
4002092,4002092,"Hartley, Gregory",Inglaterra,Sem Clube,GK,17,54,103,49,0,0,3,20,"47,80% (GK)","56,81% (GK)","100,00%","100,00%",0,100%,10,17,9,11,6,7,13,9,9,10,15,2,4,3,12,8,12,1,11,4,3,2,9,3,3,7,8,10,9,3,5,9,3,12,1,9,10,5,3,12,12,16,9,8,4,3,7,4,7,11,5,7,3,2,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,4002092,162000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
53015879,53015879,"Ibrahim, Abdisalam",Noruega / Somália,Sem Clube,AM RC,15,60,136,76,0,0,2,20,"50,10% (W)","68,79% (W)","100,00%","100,00%",0,100%,3,9,10,12,8,10,8,4,2,11,12,5,9,6,11,8,7,12,2,5,11,12,4,2,12,4,7,9,5,5,3,8,2,11,11,5,12,11,8,9,13,10,6,2,6,12,10,11,13,3,8,3,8,14,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,53015879,180000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5127709,5127709,"Ireland, Stephen",Irlanda,Sem Clube,AM RC,20,141,159,18,4.326.550,21.563.340,5,20,"73,26% (W)","76,25% (W)","100,00%","100,00%",0,100%,4,7,14,15,18,17,8,1,3,10,14,13,17,15,15,12,8,12,4,13,17,14,5,8,12,7,8,8,1,14,6,16,8,14,17,3,14,16,10,10,10,12,7,3,11,17,11,17,16,4,16,2,14,16,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5127709,466000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
4300320,4300320,"Isaksson, Andreas",Suécia,Sem Clube,GK,25,135,165,30,2.999.540,14.982.850,3,20,"73,43% (GK)","77,71% (GK)","100,00%","100,00%",0,100%,14,5,16,15,18,18,15,12,15,11,8,3,1,1,12,16,15,2,3,4,2,1,15,2,13,12,10,17,10,4,3,14,3,10,5,15,12,8,4,16,13,14,17,13,10,15,19,2,18,17,10,12,11,11,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,4300320,435000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5127710,5127710,"Johnson, Michael",Inglaterra,Sem Clube,M C,19,142,177,35,4.609.470,42.846.460,5,20,"72,69% (M)","78,04% (M)","100,00%","100,00%",0,100%,3,10,13,12,16,14,10,2,1,14,4,14,16,12,14,18,8,15,2,14,17,12,5,6,14,10,7,8,1,14,6,16,9,15,17,3,14,16,11,12,17,15,7,4,12,16,13,17,18,3,16,2,10,20,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5127710,472000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5100297,5100297,"Kay, Scott",Inglaterra,Sem Clube,"D RC, M RC",17,55,100,45,0,0,2,20,"49,92% (FB)","59,91% (FB)","100,00%","100,00%",0,100%,5,10,13,19,9,11,11,1,3,14,15,3,6,6,8,12,8,6,5,6,8,11,3,8,10,7,7,13,3,6,7,16,8,12,9,2,11,9,4,9,14,12,9,5,5,15,13,7,14,5,7,3,13,13,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5100297,165000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
